delta_c/2pi (MHz),Omega_p/2pi (MHz),Ion Amplitude (arb. units)
-147.2622873,3.130628541,0.379105095
-147.2622873,3.154216399,0.378995581
-147.2622873,3.177804256,0.378851001
-147.2622873,3.201392114,0.378678933
-147.2622873,3.224979972,0.378486961
-147.2622873,3.24856783,0.378282664
-147.2622873,3.272155688,0.378073623
-147.2622873,3.295743545,0.37786742
-147.2622873,3.319331403,0.377671635
-147.2622873,3.342919261,0.377493848
-147.2622873,3.366507119,0.377341642
-147.2622873,3.390094976,0.377222596
-147.2622873,3.413682834,0.377144287
-147.2622873,3.437270692,0.37711409
-147.2622873,3.46085855,0.377138538
-147.2622873,3.484446408,0.377222261
-147.2622873,3.508034265,0.377366975
-147.2622873,3.531622123,0.377571365
-147.2622873,3.555209981,0.377831965
-147.2622873,3.578797839,0.378144279
-147.2622873,3.602385697,0.378503513
-147.2622873,3.625973554,0.378904858
-147.2622873,3.649561412,0.379343506
-147.2622873,3.67314927,0.379814646
-147.2622873,3.696737128,0.380313469
-147.2622873,3.720324985,0.380835165
-147.2622873,3.743912843,0.381374926
-147.2622873,3.767500701,0.381927942
-147.2622873,3.791088559,0.382489403
-147.2622873,3.814676417,0.3830545
-147.2622873,3.838264274,0.383618424
-147.2622873,3.861852132,0.384176365
-147.2622873,3.88543999,0.384723514
-147.2622873,3.909027848,0.385255062
-147.2622873,3.932615706,0.385766198
-147.2622873,3.956203563,0.386252115
-147.2622873,3.979791421,0.386708018
-147.2622873,4.003379279,0.387129357
-147.2622873,4.026967137,0.38751237
-147.2622873,4.050554994,0.387854893
-147.2622873,4.074142852,0.388156949
-147.2622873,4.09773071,0.388420598
-147.2622873,4.121318568,0.388649193
-147.2622873,4.144906426,0.388846638
-147.2622873,4.168494283,0.389016959
-147.2622873,4.192082141,0.389164185
-147.2622873,4.215669999,0.389292344
-147.2622873,4.239257857,0.389405463
-147.2622873,4.262845715,0.389507571
-147.2622873,4.286433572,0.389602695
-147.2622873,4.31002143,0.389694864
-147.2622873,4.333609288,0.389788105
-147.2622873,4.357197146,0.389886447
-147.2622873,4.380785003,0.389993917
-147.2622873,4.404372861,0.390114544
-147.2622873,4.427960719,0.390252355
-147.2622873,4.451548577,0.390411379
-147.2622873,4.475136435,0.390595616
-147.2622873,4.498724292,0.390808828
-147.2622873,4.52231215,0.391054078
-147.2622873,4.545900008,0.39133313
-147.2622873,4.569487866,0.391646087
-147.2622873,4.593075724,0.391991623
-147.2622873,4.616663581,0.39236757
-147.2622873,4.640251439,0.392771432
-147.2622873,4.663839297,0.393200658
-147.2622873,4.687427155,0.393652694
-147.2622873,4.711015012,0.394124989
-147.2622873,4.73460287,0.394614989
-147.2622873,4.758190728,0.395120142
-147.2622873,4.781778586,0.395637896
-147.2622873,4.805366444,0.396165697
-147.2622873,4.828954301,0.396700993
-147.2622873,4.852542159,0.397241233
-147.2622873,4.876130017,0.397783862
-147.2622873,4.899717875,0.398326329
-147.2622873,4.923305732,0.398866081
-147.2622873,4.94689359,0.399400565
-147.2622873,4.970481448,0.39992723
-147.2622873,4.994069306,0.400443521
-147.2622873,5.017657164,0.400946894
-147.2622873,5.041245021,0.401434883
-147.2622873,5.064832879,0.401905295
-147.2622873,5.088420737,0.402356487
-147.2622873,5.112008595,0.402787561
-147.2622873,5.135596453,0.403198318
-147.2622873,5.15918431,0.403589002
-147.2622873,5.182772168,0.403960044
-147.2622873,5.206360026,0.404311916
-147.2622873,5.229947884,0.404645092
-147.2622873,5.253535741,0.404960046
-147.2622873,5.277123599,0.405257251
-147.2622873,5.300711457,0.405537181
-147.2622873,5.324299315,0.405800309
-147.2622873,5.347887173,0.406047107
-147.2622873,5.37147503,0.406278051
-147.2622873,5.395062888,0.406493613
-147.2622873,5.418650746,0.406694267
-147.2622873,5.442238604,0.406880486
-147.2622873,5.465826462,0.407052751
-147.2622873,5.489414319,0.40721161
-147.2622873,5.513002177,0.407357833
-147.2622873,5.536590035,0.407492616
-147.2622873,5.560177893,0.407617719
-147.2622873,5.58376575,0.407735416
-147.2622873,5.607353608,0.40784829
-147.2622873,5.630941466,0.407959053
-147.2622873,5.654529324,0.408070446
-147.2622873,5.678117182,0.408185205
-147.2622873,5.701705039,0.408306071
-147.2622873,5.725292897,0.408435782
-147.2622873,5.748880755,0.408577077
-147.2622873,5.772468613,0.408732694
-147.2622873,5.796056471,0.408905372
-147.2622873,5.819644328,0.40909785
-147.2622873,5.843232186,0.409312867
-147.2622873,5.866820044,0.409553162
-147.2622873,5.890407902,0.409821473
-147.2622873,5.913995759,0.41012054
-147.2622873,5.937583617,0.4104531
-147.2622873,5.961171475,0.410821887
-147.2622873,5.984759333,0.411229496
-147.2622873,6.008347191,0.411678028
-147.2622873,6.031935048,0.412168524
-147.2622873,6.055522906,0.412700495
-147.2622873,6.079110764,0.413271955
-147.2622873,6.102698622,0.41387991
-147.2622873,6.12628648,0.414520914
-147.2622873,6.149874337,0.415191407
-147.2622873,6.173462195,0.415887824
-147.2622873,6.197050053,0.4166066
-147.2622873,6.220637911,0.417344171
-147.2622873,6.244225768,0.418096972
-147.2622873,6.267813626,0.418861438
-147.2622873,6.291401484,0.419634005
-147.2622873,6.314989342,0.420411109
-147.2622873,6.3385772,0.421189184
-147.2622873,6.362165057,0.421964666
-147.2622873,6.385752915,0.42273399
-147.2622873,6.409340773,0.423493593
-147.2622873,6.432928631,0.424239931
-147.2622873,6.456516489,0.424969639
-147.2622873,6.480104346,0.425679832
-147.2622873,6.503692204,0.426368506
-147.2622873,6.527280062,0.427034739
-147.2622873,6.55086792,0.42767852
-147.2622873,6.574455777,0.428300352
-147.2622873,6.598043635,0.428900933
-147.2622873,6.621631493,0.429480991
-147.2622873,6.645219351,0.430041254
-147.2622873,6.668807209,0.43058245
-147.2622873,6.692395066,0.431105308
-147.2622873,6.715982924,0.431610554
-147.2622873,6.739570782,0.432098917
-147.2622873,6.76315864,0.432571126
-147.2622873,6.786746498,0.433027907
-147.2622873,6.810334355,0.433469989
-147.2622873,6.833922213,0.4338981
-147.2622873,6.857510071,0.434312967
-147.2622873,6.881097929,0.43471532
-147.2622873,6.904685786,0.435105885
-147.2622873,6.928273644,0.435485391
-147.2622873,6.951861502,0.435854566
-147.2622873,6.97544936,0.436214137
-147.2622873,6.999037218,0.436564833
-147.2622873,7.022625075,0.436907382
-147.2622873,7.046212933,0.437242511
-147.2622873,7.069800791,0.437570948
-147.2622873,7.093388649,0.437893423
-147.2622873,7.116976506,0.438210661
-147.2622873,7.140564364,0.438523392
-147.2622873,7.164152222,0.438832344
-147.2622873,7.18774008,0.439138243
-147.2622873,7.211327938,0.43944182
-147.2622873,7.234915795,0.4397438
-147.2622873,7.258503653,0.440044913
-147.2622873,7.282091511,0.440345886
-147.2622873,7.305679369,0.440647447
-147.2622873,7.329267227,0.440950324
-147.2622873,7.352855084,0.441255246
-147.2622873,7.376442942,0.441562939
-147.2622873,7.4000308,0.441874133
-147.2622873,7.423618658,0.442189555
-147.2622873,7.447206515,0.442509932
-147.2622873,7.470794373,0.442835994
-147.2622873,7.494382231,0.443168468
-147.2622873,7.517970089,0.443494722
-147.2622873,7.541557947,0.443787895
-147.2622873,7.565145804,0.444009107
-145.7619668,0.512376327,0.325088866
-145.7619668,0.535964185,0.326197218
-145.7619668,0.559552042,0.327636577
-145.7619668,0.5831399,0.329191873
-145.7619668,0.606727758,0.330716971
-145.7619668,0.630315616,0.332144143
-145.7619668,0.653903473,0.33347711
-145.7619668,0.677491331,0.334719589
-145.7619668,0.701079189,0.335875298
-145.7619668,0.724667047,0.336947958
-145.7619668,0.748254905,0.337941285
-145.7619668,0.771842762,0.338858999
-145.7619668,0.79543062,0.339704818
-145.7619668,0.819018478,0.340482462
-145.7619668,0.842606336,0.341195647
-145.7619668,0.866194194,0.341848094
-145.7619668,0.889782051,0.34244352
-145.7619668,0.913369909,0.342985645
-145.7619668,0.936957767,0.343478186
-145.7619668,0.960545625,0.343924863
-145.7619668,0.984133482,0.344329394
-145.7619668,1.00772134,0.344695498
-145.7619668,1.031309198,0.345026892
-145.7619668,1.054897056,0.345327297
-145.7619668,1.078484914,0.34560043
-145.7619668,1.102072771,0.345850009
-145.7619668,1.125660629,0.346079755
-145.7619668,1.149248487,0.346293384
-145.7619668,1.172836345,0.346494616
-145.7619668,1.196424202,0.34668717
-145.7619668,1.22001206,0.346874763
-145.7619668,1.243599918,0.347061115
-145.7619668,1.267187776,0.347249944
-145.7619668,1.290775634,0.347444969
-145.7619668,1.314363491,0.347649907
-145.7619668,1.337951349,0.347868479
-145.7619668,1.361539207,0.348104402
-145.7619668,1.385127065,0.348361395
-145.7619668,1.408714923,0.348643177
-145.7619668,1.43230278,0.348953466
-145.7619668,1.455890638,0.349295981
-145.7619668,1.479478496,0.34967443
-145.7619668,1.503066354,0.350092318
-145.7619668,1.526654211,0.350552405
-145.7619668,1.550242069,0.351055877
-145.7619668,1.573829927,0.351601654
-145.7619668,1.597417785,0.352186436
-145.7619668,1.621005643,0.35280545
-145.7619668,1.6445935,0.353453256
-145.7619668,1.668181358,0.354124246
-145.7619668,1.691769216,0.354812809
-145.7619668,1.715357074,0.355513334
-145.7619668,1.738944932,0.356220209
-145.7619668,1.762532789,0.356927821
-145.7619668,1.786120647,0.357630559
-145.7619668,1.809708505,0.358322812
-145.7619668,1.833296363,0.358998967
-145.7619668,1.85688422,0.359653414
-145.7619668,1.880472078,0.360280539
-145.7619668,1.904059936,0.360874732
-145.7619668,1.927647794,0.36143038
-145.7619668,1.951235652,0.361941873
-145.7619668,1.974823509,0.362403597
-145.7619668,1.998411367,0.362809992
-145.7619668,2.021999225,0.363155978
-145.7619668,2.045587083,0.363437906
-145.7619668,2.069174941,0.363654866
-145.7619668,2.092762798,0.363809477
-145.7619668,2.116350656,0.363907467
-145.7619668,2.139938514,0.363956415
-145.7619668,2.163526372,0.363964642
-145.7619668,2.187114229,0.363940606
-145.7619668,2.210702087,0.363892765
-145.7619668,2.234289945,0.363829577
-145.7619668,2.257877803,0.363759498
-145.7619668,2.281465661,0.363690988
-145.7619668,2.305053518,0.363632503
-145.7619668,2.328641376,0.363592501
-145.7619668,2.352229234,0.363579441
-145.7619668,2.375817092,0.36360178
-145.7619668,2.39940495,0.363667975
-145.7619668,2.422992807,0.363786485
-145.7619668,2.446580665,0.363965764
-145.7619668,2.470168523,0.364214026
-145.7619668,2.493756381,0.364538379
-145.7619668,2.517344238,0.364943333
-145.7619668,2.540932096,0.36542928
-145.7619668,2.564519954,0.365992174
-145.7619668,2.588107812,0.366624713
-145.7619668,2.61169567,0.367317977
-145.7619668,2.635283527,0.368062549
-145.7619668,2.658871385,0.368848977
-145.7619668,2.682459243,0.369667809
-145.7619668,2.706047101,0.370509592
-145.7619668,2.729634959,0.371364874
-145.7619668,2.753222816,0.372224202
-145.7619668,2.776810674,0.373078124
-145.7619668,2.800398532,0.373917187
-145.7619668,2.82398639,0.374731938
-145.7619668,2.847574247,0.375512926
-145.7619668,2.871162105,0.376250697
-145.7619668,2.894749963,0.3769358
-145.7619668,2.918337821,0.377558781
-145.7619668,2.941925679,0.378110318
-145.7619668,2.965513536,0.37858191
-145.7619668,2.989101394,0.378967217
-145.7619668,3.012689252,0.37926367
-145.7619668,3.03627711,0.379473166
-145.7619668,3.059864967,0.379601203
-145.7619668,3.083452825,0.379655236
-145.7619668,3.107040683,0.379643425
-145.7619668,3.130628541,0.379574017
-145.7619668,3.154216399,0.379455262
-145.7619668,3.177804256,0.379295406
-145.7619668,3.201392114,0.379102697
-145.7619668,3.224979972,0.378885384
-145.7619668,3.24856783,0.378651715
-145.7619668,3.272155688,0.378409937
-145.7619668,3.295743545,0.378168298
-145.7619668,3.319331403,0.377935046
-145.7619668,3.342919261,0.37771843
-145.7619668,3.366507119,0.377526697
-145.7619668,3.390094976,0.377368096
-145.7619668,3.413682834,0.377250868
-145.7619668,3.437270692,0.377183045
-145.7619668,3.46085855,0.377171773
-145.7619668,3.484446408,0.377222188
-145.7619668,3.508034265,0.377336363
-145.7619668,3.531622123,0.377513171
-145.7619668,3.555209981,0.377749224
-145.7619668,3.578797839,0.378040045
-145.7619668,3.602385697,0.378380848
-145.7619668,3.625973554,0.378766828
-145.7619668,3.649561412,0.379193179
-145.7619668,3.67314927,0.379655097
-145.7619668,3.696737128,0.380147776
-145.7619668,3.720324985,0.380666411
-145.7619668,3.743912843,0.381206197
-145.7619668,3.767500701,0.38176233
-145.7619668,3.791088559,0.382330003
-145.7619668,3.814676417,0.382904413
-145.7619668,3.838264274,0.383480754
-145.7619668,3.861852132,0.38405422
-145.7619668,3.88543999,0.384620008
-145.7619668,3.909027848,0.385173312
-145.7619668,3.932615706,0.385709326
-145.7619668,3.956203563,0.386223246
-145.7619668,3.979791421,0.386710282
-145.7619668,4.003379279,0.387165855
-145.7619668,4.026967137,0.38758608
-145.7619668,4.050554994,0.387968474
-145.7619668,4.074142852,0.388312475
-145.7619668,4.09773071,0.388619311
-145.7619668,4.121318568,0.388891343
-145.7619668,4.144906426,0.389131417
-145.7619668,4.168494283,0.389342486
-145.7619668,4.192082141,0.389527505
-145.7619668,4.215669999,0.389689428
-145.7619668,4.239257857,0.389831209
-145.7619668,4.262845715,0.389955804
-145.7619668,4.286433572,0.390066166
-145.7619668,4.31002143,0.390165251
-145.7619668,4.333609288,0.390256013
-145.7619668,4.357197146,0.390341407
-145.7619668,4.380785003,0.390424386
-145.7619668,4.404372861,0.390507906
-145.7619668,4.427960719,0.390594922
-145.7619668,4.451548577,0.390688387
-145.7619668,4.475136435,0.390791242
-145.7619668,4.498724292,0.390906304
-145.7619668,4.52231215,0.391036027
-145.7619668,4.545900008,0.391182193
-145.7619668,4.569487866,0.391345722
-145.7619668,4.593075724,0.391526794
-145.7619668,4.616663581,0.391725153
-145.7619668,4.640251439,0.391940372
-145.7619668,4.663839297,0.392171997
-145.7619668,4.687427155,0.392419572
-145.7619668,4.711015012,0.392682641
-145.7619668,4.73460287,0.392960749
-145.7619668,4.758190728,0.39325344
-145.7619668,4.781778586,0.393560257
-145.7619668,4.805366444,0.393880747
-145.7619668,4.828954301,0.394214453
-145.7619668,4.852542159,0.394560919
-145.7619668,4.876130017,0.39491969
-145.7619668,4.899717875,0.395290311
-145.7619668,4.923305732,0.395672325
-145.7619668,4.94689359,0.396065278
-145.7619668,4.970481448,0.396468713
-145.7619668,4.994069306,0.396882175
-145.7619668,5.017657164,0.397305207
-145.7619668,5.041245021,0.397737334
-145.7619668,5.064832879,0.398178019
-145.7619668,5.088420737,0.398626604
-145.7619668,5.112008595,0.399082264
-145.7619668,5.135596453,0.399544017
-145.7619668,5.15918431,0.400010781
-145.7619668,5.182772168,0.400481436
-145.7619668,5.206360026,0.400954849
-145.7619668,5.229947884,0.401429887
-145.7619668,5.253535741,0.40190542
-145.7619668,5.277123599,0.402380315
-145.7619668,5.300711457,0.40285344
-145.7619668,5.324299315,0.403323663
-145.7619668,5.347887173,0.403789852
-145.7619668,5.37147503,0.404250876
-145.7619668,5.395062888,0.404705602
-145.7619668,5.418650746,0.405152898
-145.7619668,5.442238604,0.405591633
-145.7619668,5.465826462,0.406020682
-145.7619668,5.489414319,0.40643901
-145.7619668,5.513002177,0.406845853
-145.7619668,5.536590035,0.407240983
-145.7619668,5.560177893,0.407624878
-145.7619668,5.58376575,0.407998656
-145.7619668,5.607353608,0.408363823
-145.7619668,5.630941466,0.408722049
-145.7619668,5.654529324,0.409075034
-145.7619668,5.678117182,0.409424478
-145.7619668,5.701705039,0.409772083
-145.7619668,5.725292897,0.410119549
-145.7619668,5.748880755,0.410468576
-145.7619668,5.772468613,0.410820866
-145.7619668,5.796056471,0.41117812
-145.7619668,5.819644328,0.411542038
-145.7619668,5.843232186,0.411914321
-145.7619668,5.866820044,0.41229667
-145.7619668,5.890407902,0.412690785
-145.7619668,5.913995759,0.413098368
-145.7619668,5.937583617,0.413521118
-145.7619668,5.961171475,0.413960734
-145.7619668,5.984759333,0.414418837
-145.7619668,6.008347191,0.414896774
-145.7619668,6.031935048,0.415395305
-145.7619668,6.055522906,0.415914344
-145.7619668,6.079110764,0.416452972
-145.7619668,6.102698622,0.417009717
-145.7619668,6.12628648,0.417582851
-145.7619668,6.149874337,0.418170587
-145.7619668,6.173462195,0.418771132
-145.7619668,6.197050053,0.419382696
-145.7619668,6.220637911,0.420003488
-145.7619668,6.244225768,0.420631716
-145.7619668,6.267813626,0.421265589
-145.7619668,6.291401484,0.421903317
-145.7619668,6.314989342,0.422543107
-145.7619668,6.3385772,0.423183169
-145.7619668,6.362165057,0.423821711
-145.7619668,6.385752915,0.424456943
-145.7619668,6.409340773,0.425087073
-145.7619668,6.432928631,0.425710321
-145.7619668,6.456516489,0.426324989
-145.7619668,6.480104346,0.426929609
-145.7619668,6.503692204,0.427523129
-145.7619668,6.527280062,0.428105012
-145.7619668,6.55086792,0.42867515
-145.7619668,6.574455777,0.42923368
-145.7619668,6.598043635,0.429780831
-145.7619668,6.621631493,0.430316848
-145.7619668,6.645219351,0.430841974
-145.7619668,6.668807209,0.431356453
-145.7619668,6.692395066,0.431860528
-145.7619668,6.715982924,0.432354443
-145.7619668,6.739570782,0.432838441
-145.7619668,6.76315864,0.433312767
-145.7619668,6.786746498,0.433777663
-145.7619668,6.810334355,0.434233374
-145.7619668,6.833922213,0.434680143
