delta_c/2pi (MHz),Omega_p/2pi (MHz),EIT Amplitude (arb. units)
-516.341134,6.244225768,0.071063892
-516.341134,6.267813626,0.072337369
-516.341134,6.291401484,0.073566925
-516.341134,6.314989342,0.074766654
-516.341134,6.3385772,0.075950648
-516.341134,6.362165057,0.077132999
-516.341134,6.385752915,0.0783278
-516.341134,6.409340773,0.079549143
-516.341134,6.432928631,0.080811
-516.341134,6.456516489,0.082126424
-516.341134,6.480104346,0.083505925
-516.341134,6.503692204,0.084955389
-516.341134,6.527280062,0.086474997
-516.341134,6.55086792,0.088060152
-516.341134,6.574455777,0.089703543
-516.341134,6.598043635,0.091396833
-516.341134,6.621631493,0.093131528
-516.341134,6.645219351,0.094899137
-516.341134,6.668807209,0.096691166
-516.341134,6.692395066,0.098499123
-516.341134,6.715982924,0.100314514
-516.341134,6.739570782,0.102128847
-516.341134,6.76315864,0.103933628
-516.341134,6.786746498,0.105720366
-516.341134,6.810334355,0.107480566
-516.341134,6.833922213,0.109205737
-516.341134,6.857510071,0.110887385
-516.341134,6.881097929,0.112517017
-516.341134,6.904685786,0.114086141
-516.341134,6.928273644,0.115586263
-516.341134,6.951861502,0.117008892
-516.341134,6.97544936,0.118345533
-516.341134,6.999037218,0.119587695
-516.341134,7.022625075,0.120726883
-516.341134,7.046212933,0.121754606
-516.341134,7.069800791,0.122662371
-516.341134,7.093388649,0.123441684
-516.341134,7.116976506,0.124084053
-516.341134,7.140564364,0.124580984
-516.341134,7.164152222,0.124923986
-516.341134,7.18774008,0.125104565
-516.341134,7.211327938,0.125114228
-516.341134,7.234915795,0.124944482
-516.341134,7.258503653,0.124586835
-516.341134,7.282091511,0.124032794
-516.341134,7.305679369,0.123273865
-516.341134,7.329267227,0.122301556
-516.341134,7.352855084,0.121107374
-516.341134,7.376442942,0.119682827
-516.341134,7.4000308,0.11801942
-516.341134,7.423618658,0.116108663
-516.341134,7.447206515,0.11394206
-516.341134,7.470794373,0.11151112
-516.341134,7.494382231,0.108807351
-516.341134,7.517970089,0.105964085
-516.341134,7.541557947,0.103273389
-516.341134,7.565145804,0.101170481
-514.8408135,0.512376327,0.007087009
-514.8408135,0.535964185,0.006835569
-514.8408135,0.559552042,0.006542364
-514.8408135,0.5831399,0.006277746
-514.8408135,0.606727758,0.006085256
-514.8408135,0.630315616,0.005981826
-514.8408135,0.653903473,0.005962725
-514.8408135,0.677491331,0.006023224
-514.8408135,0.701079189,0.006158591
-514.8408135,0.724667047,0.006364097
-514.8408135,0.748254905,0.00663501
-514.8408135,0.771842762,0.006966601
-514.8408135,0.79543062,0.007354139
-514.8408135,0.819018478,0.007792893
-514.8408135,0.842606336,0.008278133
-514.8408135,0.866194194,0.008805129
-514.8408135,0.889782051,0.00936915
-514.8408135,0.913369909,0.009965466
-514.8408135,0.936957767,0.010589346
-514.8408135,0.960545625,0.011236061
-514.8408135,0.984133482,0.011900878
-514.8408135,1.00772134,0.012579069
-514.8408135,1.031309198,0.013265902
-514.8408135,1.054897056,0.013956647
-514.8408135,1.078484914,0.014646574
-514.8408135,1.102072771,0.015330952
-514.8408135,1.125660629,0.016005051
-514.8408135,1.149248487,0.016664141
-514.8408135,1.172836345,0.01730349
-514.8408135,1.196424202,0.017918369
-514.8408135,1.22001206,0.018504047
-514.8408135,1.243599918,0.019055794
-514.8408135,1.267187776,0.019568878
-514.8408135,1.290775634,0.020038571
-514.8408135,1.314363491,0.020460141
-514.8408135,1.337951349,0.020828857
-514.8408135,1.361539207,0.021139991
-514.8408135,1.385127065,0.02138881
-514.8408135,1.408714923,0.021570584
-514.8408135,1.43230278,0.021680584
-514.8408135,1.455890638,0.021714079
-514.8408135,1.479478496,0.021666352
-514.8408135,1.503066354,0.021532992
-514.8408135,1.526654211,0.021310689
-514.8408135,1.550242069,0.020998467
-514.8408135,1.573829927,0.020598713
-514.8408135,1.597417785,0.020117101
-514.8408135,1.621005643,0.019561493
-514.8408135,1.6445935,0.018940739
-514.8408135,1.668181358,0.018263938
-514.8408135,1.691769216,0.017540192
-514.8408135,1.715357074,0.016778606
-514.8408135,1.738944932,0.015988285
-514.8408135,1.762532789,0.015178334
-514.8408135,1.786120647,0.014357856
-514.8408135,1.809708505,0.013535957
-514.8408135,1.833296363,0.01272174
-514.8408135,1.85688422,0.01192431
-514.8408135,1.880472078,0.011152772
-514.8408135,1.904059936,0.01041623
-514.8408135,1.927647794,0.009723789
-514.8408135,1.951235652,0.009084552
-514.8408135,1.974823509,0.008507625
-514.8408135,1.998411367,0.008002054
-514.8408135,2.021999225,0.007576334
-514.8408135,2.045587083,0.007237312
-514.8408135,2.069174941,0.006988694
-514.8408135,2.092762798,0.006830128
-514.8408135,2.116350656,0.006757696
-514.8408135,2.139938514,0.006765349
-514.8408135,2.163526372,0.006846187
-514.8408135,2.187114229,0.006993155
-514.8408135,2.210702087,0.007199195
-514.8408135,2.234289945,0.007457251
-514.8408135,2.257877803,0.007760267
-514.8408135,2.281465661,0.008101187
-514.8408135,2.305053518,0.008472953
-514.8408135,2.328641376,0.008868509
-514.8408135,2.352229234,0.009280799
-514.8408135,2.375817092,0.009702767
-514.8408135,2.39940495,0.010127355
-514.8408135,2.422992807,0.010547507
-514.8408135,2.446580665,0.01095617
-514.8408135,2.470168523,0.011346513
-514.8408135,2.493756381,0.011712729
-514.8408135,2.517344238,0.012051417
-514.8408135,2.540932096,0.012362988
-514.8408135,2.564519954,0.012651964
-514.8408135,2.588107812,0.012925881
-514.8408135,2.61169567,0.013193772
-514.8408135,2.635283527,0.01346513
-514.8408135,2.658871385,0.013749483
-514.8408135,2.682459243,0.014056358
-514.8408135,2.706047101,0.01439528
-514.8408135,2.729634959,0.014775778
-514.8408135,2.753222816,0.015207378
-514.8408135,2.776810674,0.015699607
-514.8408135,2.800398532,0.016261991
-514.8408135,2.82398639,0.016904059
-514.8408135,2.847574247,0.017635336
-514.8408135,2.871162105,0.018465349
-514.8408135,2.894749963,0.019403626
-514.8408135,2.918337821,0.020459694
-514.8408135,2.941925679,0.021642838
-514.8408135,2.965513536,0.022960824
-514.8408135,2.989101394,0.024417412
-514.8408135,3.012689252,0.02600938
-514.8408135,3.03627711,0.027725229
-514.8408135,3.059864967,0.029546799
-514.8408135,3.083452825,0.031452293
-514.8408135,3.107040683,0.033418617
-514.8408135,3.130628541,0.035422511
-514.8408135,3.154216399,0.037440715
-514.8408135,3.177804256,0.039449969
-514.8408135,3.201392114,0.041427014
-514.8408135,3.224979972,0.043348589
-514.8408135,3.24856783,0.045191435
-514.8408135,3.272155688,0.046932292
-514.8408135,3.295743545,0.048547901
-514.8408135,3.319331403,0.050015001
-514.8408135,3.342919261,0.051310332
-514.8408135,3.366507119,0.052410635
-514.8408135,3.390094976,0.053292651
-514.8408135,3.413682834,0.053933138
-514.8408135,3.437270692,0.054309708
-514.8408135,3.46085855,0.054403529
-514.8408135,3.484446408,0.054203819
-514.8408135,3.508034265,0.053712109
-514.8408135,3.531622123,0.052942755
-514.8408135,3.555209981,0.051919198
-514.8408135,3.578797839,0.050669238
-514.8408135,3.602385697,0.049221929
-514.8408135,3.625973554,0.047606393
-514.8408135,3.649561412,0.045851754
-514.8408135,3.67314927,0.043987135
-514.8408135,3.696737128,0.042041659
-514.8408135,3.720324985,0.04004445
-514.8408135,3.743912843,0.038024631
-514.8408135,3.767500701,0.036011326
-514.8408135,3.791088559,0.034033656
-514.8408135,3.814676417,0.032120747
-514.8408135,3.838264274,0.03030172
-514.8408135,3.861852132,0.0286057
-514.8408135,3.88543999,0.027061809
-514.8408135,3.909027848,0.025699171
-514.8408135,3.932615706,0.024546909
-514.8408135,3.956203563,0.023634147
-514.8408135,3.979791421,0.022989883
-514.8408135,4.003379279,0.022641381
-514.8408135,4.026967137,0.022610199
-514.8408135,4.050554994,0.022906367
-514.8408135,4.074142852,0.023524118
-514.8408135,4.09773071,0.024442978
-514.8408135,4.121318568,0.025633147
-514.8408135,4.144906426,0.02706084
-514.8408135,4.168494283,0.028691391
-514.8408135,4.192082141,0.030490122
-514.8408135,4.215669999,0.032422356
-514.8408135,4.239257857,0.034453415
-514.8408135,4.262845715,0.036548622
-514.8408135,4.286433572,0.038673299
-514.8408135,4.31002143,0.040792768
-514.8408135,4.333609288,0.042872352
-514.8408135,4.357197146,0.044877372
-514.8408135,4.380785003,0.046773152
-514.8408135,4.404372861,0.048525014
-514.8408135,4.427960719,0.05009828
-514.8408135,4.451548577,0.051458272
-514.8408135,4.475136435,0.052570541
-514.8408135,4.498724292,0.053402652
-514.8408135,4.52231215,0.053928009
-514.8408135,4.545900008,0.054130953
-514.8408135,4.569487866,0.054009742
-514.8408135,4.593075724,0.053574646
-514.8408135,4.616663581,0.052842979
-514.8408135,4.640251439,0.051834821
-514.8408135,4.663839297,0.050570727
-514.8408135,4.687427155,0.04907125
-514.8408135,4.711015012,0.047356947
-514.8408135,4.73460287,0.045448372
-514.8408135,4.758190728,0.043366079
-514.8408135,4.781778586,0.041130625
-514.8408135,4.805366444,0.038762564
-514.8408135,4.828954301,0.03628245
-514.8408135,4.852542159,0.03371084
-514.8408135,4.876130017,0.031068287
-514.8408135,4.899717875,0.028375347
-514.8408135,4.923305732,0.025652575
-514.8408135,4.94689359,0.022920526
-514.8408135,4.970481448,0.020199754
-514.8408135,4.994069306,0.017510814
-514.8408135,5.017657164,0.014874242
-514.8408135,5.041245021,0.012310278
-514.8408135,5.064832879,0.009838207
-514.8408135,5.088420737,0.007475381
-514.8408135,5.112008595,0.005236502
-514.8408135,5.135596453,0.003133812
-514.8408135,5.15918431,0.001177994
-514.8408135,5.182772168,-0.000620938
-514.8408135,5.206360026,-0.002253114
-514.8408135,5.229947884,-0.003708667
-514.8408135,5.253535741,-0.004977731
-514.8408135,5.277123599,-0.006050439
-514.8408135,5.300711457,-0.006916923
-514.8408135,5.324299315,-0.007567316
-514.8408135,5.347887173,-0.007991752
-514.8408135,5.37147503,-0.008180364
-514.8408135,5.395062888,-0.008123285
-514.8408135,5.418650746,-0.007810648
-514.8408135,5.442238604,-0.007232585
-514.8408135,5.465826462,-0.00637933
-514.8408135,5.489414319,-0.005242236
-514.8408135,5.513002177,-0.003816123
-514.8408135,5.536590035,-0.0021026
-514.8408135,5.560177893,-0.000112269
-514.8408135,5.58376575,0.002136167
-514.8408135,5.607353608,0.004619038
-514.8408135,5.630941466,0.007310631
-514.8408135,5.654529324,0.010184823
-514.8408135,5.678117182,0.01321549
-514.8408135,5.701705039,0.016376507
-514.8408135,5.725292897,0.019641748
-514.8408135,5.748880755,0.022985089
-514.8408135,5.772468613,0.026380404
-514.8408135,5.796056471,0.02980157
-514.8408135,5.819644328,0.033222462
-514.8408135,5.843232186,0.036616953
-514.8408135,5.866820044,0.03995892
-514.8408135,5.890407902,0.043222238
-514.8408135,5.913995759,0.046380781
-514.8408135,5.937583617,0.049408425
-514.8408135,5.961171475,0.052279091
-514.8408135,5.984759333,0.054967696
-514.8408135,6.008347191,0.057452795
-514.8408135,6.031935048,0.059720689
-514.8408135,6.055522906,0.061768869
-514.8408135,6.079110764,0.063605813
-514.8408135,6.102698622,0.065247346
-514.8408135,6.12628648,0.066712616
-514.8408135,6.149874337,0.068021613
-514.8408135,6.173462195,0.069194352
-514.8408135,6.197050053,0.07025085
-514.8408135,6.220637911,0.071211121
-514.8408135,6.244225768,0.072095182
-514.8408135,6.267813626,0.072923049
-514.8408135,6.291401484,0.073714737
-514.8408135,6.314989342,0.074490262
-514.8408135,6.3385772,0.07526964
-514.8408135,6.362165057,0.076072886
-514.8408135,6.385752915,0.076920017
-514.8408135,6.409340773,0.077831048
-514.8408135,6.432928631,0.078825824
-514.8408135,6.456516489,0.079922898
-514.8408135,6.480104346,0.081137241
-514.8408135,6.503692204,0.082477311
-514.8408135,6.527280062,0.083943535
-514.8408135,6.55086792,0.085529609
-514.8408135,6.574455777,0.087225407
-514.8408135,6.598043635,0.089019361
-514.8408135,6.621631493,0.09089968
-514.8408135,6.645219351,0.092854576
-514.8408135,6.668807209,0.09487226
-514.8408135,6.692395066,0.096940942
-514.8408135,6.715982924,0.099048832
-514.8408135,6.739570782,0.101184142
-514.8408135,6.76315864,0.103335082
-514.8408135,6.786746498,0.105489863
-514.8408135,6.810334355,0.107636696
-514.8408135,6.833922213,0.109763791
-514.8408135,6.857510071,0.11185936
-514.8408135,6.881097929,0.113911612
-514.8408135,6.904685786,0.115908759
-514.8408135,6.928273644,0.117839011
-514.8408135,6.951861502,0.119690579
-514.8408135,6.97544936,0.121451675
-514.8408135,6.999037218,0.123110507
-514.8408135,7.022625075,0.124655288
-514.8408135,7.046212933,0.126074228
-514.8408135,7.069800791,0.127355538
-514.8408135,7.093388649,0.128487428
-514.8408135,7.116976506,0.129458109
-514.8408135,7.140564364,0.130255792
-514.8408135,7.164152222,0.130868688
-514.8408135,7.18774008,0.131285007
-514.8408135,7.211327938,0.13149296
-514.8408135,7.234915795,0.131480758
-514.8408135,7.258503653,0.131236612
-514.8408135,7.282091511,0.130748732
-514.8408135,7.305679369,0.130005329
-514.8408135,7.329267227,0.128994613
-514.8408135,7.352855084,0.127704796
-514.8408135,7.376442942,0.126124088
-514.8408135,7.4000308,0.1242407
-514.8408135,7.423618658,0.122042843
-514.8408135,7.447206515,0.119518727
-514.8408135,7.470794373,0.116656563
-514.8408135,7.494382231,0.113444562
-514.8408135,7.517970089,0.110043752
-514.8408135,7.541557947,0.106809474
-514.8408135,7.565145804,0.104273395
-513.340493,0.512376327,0.007708243
-513.340493,0.535964185,0.007379622
-513.340493,0.559552042,0.006986175
-513.340493,0.5831399,0.006613253
-513.340493,0.606727758,0.006314627
-513.340493,0.630315616,0.006112018
-513.340493,0.653903473,0.006000522
-513.340493,0.677491331,0.005975232
-513.340493,0.701079189,0.006031243
-513.340493,0.724667047,0.00616365
-513.340493,0.748254905,0.006367547
-513.340493,0.771842762,0.006638027
-513.340493,0.79543062,0.006970186
-513.340493,0.819018478,0.007359118
-513.340493,0.842606336,0.007799917
-513.340493,0.866194194,0.008287677
-513.340493,0.889782051,0.008817493
-513.340493,0.913369909,0.009384459
-513.340493,0.936957767,0.00998367
-513.340493,0.960545625,0.01061022
-513.340493,0.984133482,0.011259203
-513.340493,1.00772134,0.011925713
-513.340493,1.031309198,0.012604845
-513.340493,1.054897056,0.013291694
-513.340493,1.078484914,0.013981353
-513.340493,1.102072771,0.014668917
-513.340493,1.125660629,0.01534948
-513.340493,1.149248487,0.016018138
-513.340493,1.172836345,0.016669983
-513.340493,1.196424202,0.01730011
-513.340493,1.22001206,0.017903614
-513.340493,1.243599918,0.018475589
-513.340493,1.267187776,0.01901113
-513.340493,1.290775634,0.01950533
-513.340493,1.314363491,0.019953284
-513.340493,1.337951349,0.020350087
-513.340493,1.361539207,0.020690833
-513.340493,1.385127065,0.020970615
-513.340493,1.408714923,0.02118453
-513.340493,1.43230278,0.02132767
-513.340493,1.455890638,0.02139513
-513.340493,1.479478496,0.021382019
-513.340493,1.503066354,0.02128375
-513.340493,1.526654211,0.021096833
-513.340493,1.550242069,0.02082011
-513.340493,1.573829927,0.020455778
-513.340493,1.597417785,0.020009313
-513.340493,1.621005643,0.019488377
-513.340493,1.6445935,0.018901614
-513.340493,1.668181358,0.018257918
-513.340493,1.691769216,0.017566188
-513.340493,1.715357074,0.016835324
-513.340493,1.738944932,0.016074227
-513.340493,1.762532789,0.015291797
-513.340493,1.786120647,0.014496932
-513.340493,1.809708505,0.013698534
-513.340493,1.833296363,0.012905502
-513.340493,1.85688422,0.012126736
-513.340493,1.880472078,0.011371136
-513.340493,1.904059936,0.010647601
-513.340493,1.927647794,0.009965033
-513.340493,1.951235652,0.00933233
-513.340493,1.974823509,0.008758394
-513.340493,1.998411367,0.008252068
-513.340493,2.021999225,0.007821676
-513.340493,2.045587083,0.007473977
-513.340493,2.069174941,0.007212759
-513.340493,2.092762798,0.007037962
-513.340493,2.116350656,0.006946146
-513.340493,2.139938514,0.006931855
-513.340493,2.163526372,0.006988827
-513.340493,2.187114229,0.00711065
-513.340493,2.210702087,0.007290913
-513.340493,2.234289945,0.007523204
-513.340493,2.257877803,0.007801112
-513.340493,2.281465661,0.008118225
-513.340493,2.305053518,0.008468131
-513.340493,2.328641376,0.008844419
-513.340493,2.352229234,0.009240678
-513.340493,2.375817092,0.009650495
-513.340493,2.39940495,0.01006746
-513.340493,2.422992807,0.010485161
-513.340493,2.446580665,0.010897189
-513.340493,2.470168523,0.011297339
-513.340493,2.493756381,0.011680343
-513.340493,2.517344238,0.012043134
-513.340493,2.540932096,0.012386132
-513.340493,2.564519954,0.012713518
-513.340493,2.588107812,0.013032234
-513.340493,2.61169567,0.013350587
-513.340493,2.635283527,0.013677307
-513.340493,2.658871385,0.014021157
-513.340493,2.682459243,0.014390896
